Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Almi Invest,https://www.almi.se/en/in-english/,"Stockholm, Sweden",Sweden,3. Early Revenue,"We invest in Swedish startups (not older than 7 years) that can take a position on the global market

Tech: Enterprise and Consumer Software, Mediatech, Data & Security, eCommerce, Fintech, VR/AR, IoT, Gaming, HR Tech

Life Science: Medtech, Drug Development, eHealth

 

Cleantech: Renewable Energy, Energy, Recycling Systems

Industry: Industrial Equipment, Materials, Agritech, 3D-printing

How much can Almi Invest invest?

Almi Invest invests SEK 1-10 million per company.  

Our national GreenTech fund invests SEK 5-30 million in GreenTech companies that focus on reducing CO2. 

We are always minority owners.",VC,$120000,$1200000
Alpaca VC,https://alpaca.vc/,"505 5th Ave, 22nd Floor, New York, NY, 10017","USA,Canada","3. Early Revenue,2. Prototype,1. Idea or Patent,4. Scaling","We invest in Seed rounds in companies reshaping the real world. We prefer to lead. 

We believe that layering technology over daily life transforms how the real world works. So we invest in the people, products and processes that power commerce in the physical world. Together with founders, we kickstart real change with outsized impact. ",VC,$500000,$1300000
Alpha Bridge Ventures,https://alphabridge.squarespace.com/,,,,,VC,,
Alpha Edison,https://www.alphaedison.com/,,,"3. Early Revenue,4. Scaling",,VC,,
Alpha Venture Partners,http://www.alphavp.com/,,,"3. Early Revenue,4. Scaling",,VC,,
AlphaPrime Ventures,https://alphaprime.com/,,,,,VC,,
Alpine Meridian Ventures,http://www.alpinemeridian.com/,,USA,,,Other,,
Alsace Business Angels,http://www.alsacebusinessangels.com/,"9 Boulevard Gonthier d'Andernach, Illkirch-Graffenstaden, Alsace / Bas-Rhin 67400, FR",France,"2. Prototype,3. Early Revenue,4. Scaling",We invest in Alsace based startups ,Angel network,$60000,$200000
Alsop Louie Partners,https://www.alsop-louie.com/,"San Francisco, California, United States",USA,,,Other,,
Alstin Capital,https://www.alstincapital.de/,"Maximilianstr. 34, 80539 München","Austria,Belgium,Denmark,Estonia,Czech Republic,Finland,France,Germany,Greece,Iceland,Ireland,Italy,Latvia,Liechtenstein,Luxembourg,Lithuania,Netherlands,Norway,Poland,Portugal,Spain,Switzerland,Ukraine,Israel,UK,Romania,Hungary,Slovakia,Serbia","4. Scaling,5. Growth","We invest in rapidly growing technology companies that have the potential to leverage the significant market potential of the future and become market leaders. We do not solely invest in convincing technology, but above all in the entrepreneurs behind the technology. We support our entrepreneurs with capital and know-how so that they can grow faster and more successfully. The basis of our investment is the conviction that entrepreneurial know-how, long-term transaction experience, international networks, and commercial excellence are the success factors for long-term growth. ",VC,$1200000,$5980000
Altair Capital,https://altair.vc/,Israel ,"USA,Israel,Canada","2. Prototype,3. Early Revenue",,VC,,
Altamira,https://altamira.pl/en/,"ul. Orla 6B/2  00-143 Warsaw, Poland",Poland,3. Early Revenue,"We do not invest in start-ups, ie. we do not invest at pre-seed or seed stages

No revenue – no investment

We do not invest in internet ventures

We do not invest in majority shareholdings

We do not invest more than PLN 6 million or less than PLN 2 million

We do not invest for a quick profit (investment period 3-7 years)

We do not invest outside Poland",VC,$500000,$1500000
Alter Equity,https://www.alter-equity.com/,"23 Rue Danielle Casanova, 75001 Paris",France,"3. Early Revenue,4. Scaling","We invest in companies whose activity contributes to resolving environmental challenges (energy efficiency and transition, circular economy, recycling, air, water and soil quality, green chemistry, organic products, biodiversity, etc.) or social challenges (education, training, employability, culture, services to vulnerable people, health, well-being, organic products, fair-trade, etc.) and commit to an ESG business plan which is an action plan to promote more responsible social, environmental and governance practices.

We invest in companies having realised at least €800k revenue over the last 12 months.

We take a Minority or majority stakes, from €1m to €30m.",VC,$1000000,$30000000
Althelia,https://althelia.com/,,Netherlands,,,Other,,
Altimeter,https://www.altimeter.com/,,,,,VC,,
Altitude Life Science Ventures,https://www.altitudelsv.com/,,USA,,,Other,,
Altitude Partners,http://www.altitudepartners.co.uk/,,,,,VC,,
Altos Ventures,https://altos.vc/,"Menlo Park, California, United States",USA,,,Other,,
Alumni Ventures Group,https://www.avgfunds.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Alven,https://www.alven.co/,"124 rue Réaumur, Paris, Ile de France 75002, FR","France,USA,Belgium,Germany,Netherlands,Sweden,Denmark,Finland,Italy,Spain,Portugal,Poland,Estonia","3. Early Revenue,4. Scaling,2. Prototype","We invest in software-enabled startups based in Europe or in the US, looking to define or create a category.",VC,$500000,$15000000
Amadeus Capital Partners,https://www.amadeuscapital.com/,UK,UK,3. Early Revenue,,VC,,
Amadeus Ventures,https://amadeus.com/en/ventures,Spain,"USA,Israel,Canada",3. Early Revenue,,Corporate VC,,
Amalfi Capital Limited,http://amalficapital.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Amaranthine,https://amaranthine.com/,,,,,VC,,
Amasia,https://www.amasia.vc,,,,,VC,,
Amazon Alexa Fund,http://www.alexafund.com/,"Seattle, Washington, United States",USA,,,Corporate VC,,
Ambassadors Impact Angels,http://www.ambassadorsimpact.com/,,,,,Angel network,,
Amberstone Ventures,https://amberstonelp.com/,,,"3. Early Revenue,4. Scaling",,VC,,
Amcref Community Capital,https://www.amcref.com/,,,,,VC,,
AME Cloud Ventures,https://www.amecloudventures.com/,"Palo Alto, California, United States","USA,Israel,Canada","2. Prototype,3. Early Revenue",,VC,,
Amelia Investments & Holdings,http://www.ameliainvestments.com/,,,,,VC,,
American Express Ventures,http://www.amexventures.com,"Palo Alto, California, United States",USA,,,Corporate VC,,
American Family Ventures,https://www.amfamventures.com/,"821 E Washington Avenue, Madison, WI 53703","USA,Canada,UK,France,India","2. Prototype,3. Early Revenue,4. Scaling,5. Growth",We invest in startups focused on the future of insurance from pre-seed to Series B,VC,$500000,$10000000
AMG Block,https://www.amgblock.com/,"Av Revolucion 1267, Mexico City, Mexico City 01010, MX","Mexico,Colombia,Peru,Chile,Argentina","2. Prototype,3. Early Revenue",We invest in fintech companies in Mexico and spanish-speaking Latin America.,VC,$50000,$250000
Amgen Ventures,https://www.amgenbd.com/aboutamgen/,"San Francisco, California, United States",USA,,,Other,,
Amicus Capital (CA),https://www.amicuscapital.com/,"San Francisco, California, United States",USA,,,Other,,
Amicus Capital (IL),https://www.amicuscp.com/,"200 East Randolph Street, Suite 5100, Chicago, IL 60601",USA,,,Other,,
Amicus Capital Partners,https://www.amicuscapital.in/,"3rd floor Rocklines House, 9/1 Museum Road, Bangalore 560 001",India,,,Other,,
Amino Capital,https://www.aminocapital.com/,"Palo Alto, California, United States",USA,,,Other,,
Amiro Capital,http://amirocap.com,"Redwood City, California, United States",USA,,,Family office,,
Amity Ventures,http://www.amityventures.com/,,,,,VC,,
aMoon Fund,http://amoon.fund/,,,"5. Growth,6. Pre-IPO",,VC,,
AmorePacific Ventures,http://ventures.amorepacific.com,"Seoul, Seoul-t'ukpyolsi, South Korea",South Korea,,,Corporate VC,,
Amplify Capital,https://www.amplifycapital.ca/,,,,,Other,,
Amplify Partners,https://amplifypartners.com/,"800 Menlo Ave, Suite 220 Menlo Park, CA 94025",USA,,"We invest in Seed and Series A rounds as the lead investor, and we leverage our expertise in machine learning, AI, developer tools, infrastructure, data science, distributed systems, and robotics to help bring ground-breaking technical insights to the enterprise. ",VC,,
Amplifyher Ventures,https://www.amplifyherventures.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Amplitude Ventures,https://amplitudevc.com/en,"Espace CDPQ 3, Place Ville-Marie Suite 12350 Montreal, QC H3B 0E7","Canada,USA,UK","2. Prototype,4. Scaling,5. Growth,6. Pre-IPO",We invest in promising healthcare companies that share our vision of bringing groundbreaking technologies to patients. Amplitude is focused on building world-class Canadian companies (and companies associated with Canadian talent and IP) in precision medicine and next-generation medical devices.,VC,$1000000,$15000000
Amplo,http://amplovc.com/,,,,,Other,,
AmTrust Ventures,https://amtrustfinancial.com/,,,"2. Prototype,3. Early Revenue",,VC,,
AMV Asset Management Ventures,https://assetman.com/,"Palo Alto, California, United States",USA,,,Other,,
Analytics Ventures,https://www.analyticsventures.com/,USA,USA,,,VC,,
Ananta Family Office,https://www.ananta.capital/,"Greenwich, Connecticut, United States",USA,,,Family office,,
Anaxago,https://www.anaxago.com/,"18 rue Sainte-Foy, 75002, Paris","France,Belgium,Spain,Portugal,UK,Italy,Germany,Luxembourg","4. Scaling,5. Growth,3. Early Revenue","We invest in Healthcare (Medtech or Biotech), Proptech and Fintech companies with at least 40k€ MRR (excl. Biotech).",VC,$500000,$3000000
Anchor Capital,https://anchorcap.us/,,,,,VC,,
Anchorage Capital Group,http://anchoragecap.com/,,,"4. Scaling,5. Growth",,VC,,
Ancora,http://ancora.net/,"Cleveland, Ohio, United States",USA,,,Family office,,
AnD Ventures,https://www.and-ventures.com/,"Arik Einstein St 3, Herzliya, Israel",Israel,"3. Early Revenue,4. Scaling","We invest in early-stage Israel-based/Israeli-led startups developing innovative and technologically advanced solutions, validated by our broad enterprise network.",VC,$500000,$2000000
Andera Partners,https://www.anderapartners.com/,France,"USA,France",3. Early Revenue,,VC,,
A16Z Andreessen Horowitz,https://a16z.com/,"Menlo Park, California, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
Angel Academe,https://www.angelacademe.com/,,,,,Angel network,,
Angel Capital Group,http://theangelcapitalgroup.com/,,,,,Angel network,,
Angel Forum,https://www.angelforum.org/cpages/home,,,,,Angel network,,
Angel Investment Network,https://www.angelinvestmentnetwork.co.uk/,,,,,Angel network,,
Angel Investor Forum,http://www.angelinvestorforum.com/,,,,,Angel network,,
Angel Kings,http://angelkings.com/invest,,,"2. Prototype,3. Early Revenue",,VC,,
Angel One Investor Network,http://www.angelonenetwork.ca/,,,,,Angel network,,
Angel Ventures Mexico,http://angelventures.vc/,,,,,Angel network,,
AngelCube,http://angelcube.com/,,,"2. Prototype,3. Early Revenue",,VC,,
Angeleno Group,http://www.angelenogroup.com/,,,,,VC,,
Angeles Investors,https://angelesinvestors.com/,,,,,Angel network,,
AngelPad,https://angelpad.com/,,,"2. Prototype,3. Early Revenue",,"Incubator, Accelerator",,
Angels of Southwest Louisiana,http://www.angelsofswla.org/,,,,,Angel network,,
Angels Unleashed,http://www.angelsunleashed.co.uk,,,,,VC,,
Angels Bay Invest,https://angelsbay.net/,"c/o Data ScienceTech Institute Les Templiers 950 Route des Colles, Sophia-Antipolis 06410 Biot, France",France,"2. Prototype,3. Early Revenue,4. Scaling","We invest in young innovative French start-ups with an international ambition. We are looking for companies, mainly in B2B, which are solving key issues for businesses, environnement, or the society. We invest from $70k to $150k at early stage.",Angel network,$70000,$150000
Angelsquare Capital,https://angelsquare.co/capital/,90 Rue Notre Dame de Nazareth 75003 Paris,France,"2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in pre-seed and seed stages - all sectors, focused on French Entrepreneurs :)
We can leverage our tickets with our serial-BAs network through a SPV",Angel network,$50000,$500000
Anges Quebec,http://www.angesquebec.com/,,,,,Angel network,,
Anglo Scientific,https://www.angloscientific.com/mission/,UK,UK,3. Early Revenue,,VC,,
Angular Ventures,https://www.angularventures.com/,"4 Hashla Street, Tel Aviv Yafo, Tel Aviv 6228304, IL","Israel,UK,Germany,France,Netherlands,Spain,Sweden,Ireland,Austria,Estonia,Romania,Poland,Belgium,Croatia,Greece,Norway,Slovakia,Serbia,Slovenia","3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in early-stage Enterprise, B2B or deep tech founders.",VC,$250000,$2000000
Animo Ventures,https://animo.vc/,,,"2. Prototype,3. Early Revenue",,VC,,
Anjos do Brasil,http://www.anjosdobrasil.net/,,,,,VC,,
Ankona Capital,http://ankonacap.com/,,,"4. Scaling,5. Growth",,VC,,
Ankur Capital,https://www.ankurcapital.com/,India,India,3. Early Revenue,,VC,$500000,
Ann Arbor Spark,https://annarborusa.org/,,USA,,,Other,,
Anna Partners,https://www.anna-partners.com/,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Anobaka,https://anobaka.jp/,,Japan,,,VC,,
Anorak Ventures,https://www.anorak.vc/,,,,,Other,,
ANRI,https://anri.vc/,Japan,Japan,3. Early Revenue,,VC,,
Ant Capital Partners,http://www.antcapital.jp/english/index.html,,Japan,,,VC,,
Antea Participaties,https://www.antea.nl/,,Netherlands,,,Angel network,,
Antecedent Ventures,http://www.antecedent.vc/,,,,,VC,,
Anterra Capital,http://www.anterracapital.com/#about,Netherlands,"Israel,USA,Canada",3. Early Revenue,,VC,$2000000,
Anthem Venture Partners,http://anthemvp.com/,USA,USA,3. Early Revenue,,VC,,
Anthill Ventures,https://anthillventures.com/,"18 Cross Street #02-101 Office S2077, Singapore 048423","India,Singapore","3. Early Revenue,4. Scaling,5. Growth","We invest in companies that are at an early stage and we help in scaling start-ups using the unique network of channel partners we have. We invest in companies in the Health, Urban Consumer and Urban Tech start-up who have a pre revenue stage.",VC,$500000,$10000000
Antler,https://www.antler.co/,"79 Anson Rd, #20-1, Central Business District, Singapore 07, SG","USA,Singapore,Australia,India,Germany,China,Netherlands,Sweden,Norway,UK,Denmark,Kenya","2. Prototype,1. Idea or Patent",We invest in pre-revenue startups.,VC,$100000,$100000
Anu Connect Ventures,https://www.anuconnectventures.com.au,Australia,Australia,,,VC,$500000,
Anwin Capital,http://www.anwincapital.com/,China,China,3. Early Revenue,,VC,,
ANZ Capital,http://anz-capital.com/,"New York, USA ",USA,,,Corporate VC,,
Anzi Ventures,https://anz.com,Australia,Australia,,,Corporate VC,$5000000,
AO Capital Partners,https://aocapital.co/,,Hong Kong,,,VC,,
Aonia Ventures,http://www.aonia.vc/,"3 ruelle des templiers, 1207 GENEVA","France,Canada,Germany,UK","3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in tech companies all over the world, in early-stage with tickets from $150k to $300k",VC,$150000,$300000
Apax Partners,https://www.apax.com/,UK,"USA,Israel,Canada,UK",,,VC,,
Aperture Venture Partners,http://www.aperturevp.com/,,,,,VC,,
Apex Capital Partners,https://www.apexcapital.com.au/,Australia,Australia,,,Other,$5000000,
Apis & Heritage Capital Partners,https://www.apisheritage.com/,,,,,Other,,
Apollo Ventures,https://apollo.vc,UK,"USA,UK",3. Early Revenue,,VC,,
Applied Ventures,http://www.appliedmaterials.com/company/applied-ventures,"Santa Clara, California, United States","Israel,USA,Canada","2. Prototype,3. Early Revenue",,Corporate VC,,
Aqua Spark,https://www.aqua-spark.nl/,Netherlands,Netherlands,3. Early Revenue,,VC,$250000,
Aquarius Equity,http://www.aquariusequity.com/,UK,UK,3. Early Revenue,,VC,,
Aquilo Capital Management,http://www.aquilocapitalmanagement.com/,USA,USA,3. Early Revenue,,VC,,
Aquiti Gestion,http://www.aquiti.fr/,"11 Rue des Gamins, Bâtiment B2, 7ème étage - 33 800 Bordeaux",France,,,Other,,
Arafura Ventures,https://www.arafuraventures.com/,,USA,,,Other,,
Arali Ventures,https://araliventures.in/,"3rd floor, excubator Building, 19th Main, HSR, Bangalore ","USA,India,Singapore,Norway","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in Indian origin/ indian founder startups at prototype stage solving enterprise problems using new-age tech,VC,$500000,$1000000
Aravaipa Ventures,http://aravaipaventures.com/,,,,,VC,,
Aravis,https://www.aravis.ch/,Switzerland,"Israel,USA,Canada,Switzerland",,,VC,,
Arba Finance Company,http://www.arbafin.com/,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Arbevel,https://www.arbevel.com/fr,,France,,,Other,,
Arbor Ventures,https://arborventures.com/,,Hong Kong,,,Other,,
Arboretum Ventures,http://www.arboretumvc.com/,,,"4. Scaling,5. Growth",,VC,,
Arc Finance,http://arcfinance.org/,,,,,VC,,
Arc Impact,https://www.arcimpact.org/,,,"2. Prototype,3. Early Revenue",,VC,,
